dewp_temp,feat08,feat09,holiday,hour,humidity,rainfall,rented_bike_count,snowfall,solar_radiation,temperature,visibility,wind_speed,weekend,Autumn,Spring,Summer,Winter,rainfall_binary,snowfall_binary
4.1,0.6351874990772771,0.3583675906838965,0,5,76,0.0,154,0.0,0.0,8.1,1309,0.6,1,1,0,0,0,0,0
22.2,0.5094548950969211,0.5067526363097906,0,1,70,0.0,535,0.0,0.0,28.2,2000,1.0,0,0,0,1,0,0,0
-2.2,0.3925772573132204,0.5350412571384849,0,15,37,0.0,1128,0.0,1.09,12.0,879,0.8,1,0,1,0,0,0,0
7.0,0.8700941283656237,0.5571327295674124,0,15,24,0.0,1535,0.0,3.0,29.8,1939,2.9,1,0,0,1,0,0,0
15.3,0.46883385026231,0.5815131531933118,0,12,45,0.0,988,0.0,2.92,28.4,649,2.2,0,0,0,1,0,0,0
-9.0,0.4671364416118223,0.3075786711157992,0,14,39,0.0,300,0.0,2.19,3.7,1908,3.8,0,0,0,0,1,0,0
18.5,0.3903727403151321,0.3330668707673004,0,1,97,1.0,116,0.0,0.0,19.0,278,1.5,0,0,1,0,0,1,0
10.2,0.6374772546731452,0.5526286835450457,0,1,59,0.0,1056,0.0,0.0,18.4,2000,1.3,1,0,0,1,0,0,0
21.1,0.4630828526324422,0.5284155891498724,0,12,47,0.0,655,0.0,2.94,34.1,1862,2.3,0,0,0,1,0,0,0
24.8,0.6897489314557714,0.401032314352762,0,2,80,0.0,309,0.0,0.0,28.6,1163,1.2,0,0,0,1,0,0,0
10.1,0.5680606329276207,0.5455530201247715,0,16,31,0.0,1690,0.0,2.26,29.0,889,2.9,1,0,1,0,0,0,0
-12.0,0.6619572690611066,0.4041858185750191,0,8,68,0.0,568,0.0,0.03,-7.1,1931,0.6,0,0,0,0,1,0,0
3.3,0.7187775376185134,0.3237286350428757,0,16,34,0.0,1464,0.0,0.88,19.7,688,1.6,0,1,0,0,0,0,0
-0.6,0.3044964258167968,0.6261898372580705,0,8,97,0.0,391,3.7,0.05,-0.2,197,0.4,0,0,0,0,1,0,1
2.7,0.7891435187029463,0.6269394986321174,0,10,89,0.0,200,0.0,0.24,4.4,257,2.2,1,0,0,0,1,0,0
15.6,0.6577911476101829,0.5298463546079896,0,13,56,0.0,1014,0.0,1.41,25.1,1964,2.0,0,1,0,0,0,0,0
-2.5,0.6227885406719184,0.4020049224202457,0,18,46,0.0,902,0.0,0.0,8.4,1823,2.4,1,1,0,0,0,0,0
-20.6,0.7572766800444096,0.4604579244162953,0,6,34,0.0,172,0.0,0.0,-7.4,2000,3.2,0,0,0,0,1,0,0
-14.5,0.7241914733395286,0.2743940376046322,0,21,31,0.0,232,0.0,0.0,0.7,1923,1.3,1,0,0,0,1,0,0
17.5,0.5218641811472421,0.4545902612410299,0,5,84,0.0,154,0.0,0.0,20.3,518,3.2,0,0,0,1,0,0,0
1.6,0.4710054244882459,0.4116558326529582,0,19,94,1.0,44,0.0,0.0,2.5,349,1.8,1,0,1,0,0,1,0
13.3,0.6355787372208717,0.5462628261326867,0,14,51,0.0,1985,0.0,1.58,24.1,2000,1.1,1,0,0,1,0,0,0
-1.3,0.5826066864752883,0.2446288677954775,0,1,72,0.0,190,0.0,0.0,3.2,306,1.9,0,0,0,0,1,0,0
13.3,0.6478708589048519,0.6424768027637434,0,17,41,0.0,2129,0.0,1.27,27.8,1999,1.9,0,1,0,0,0,0,0
3.3,0.4736875685255041,0.4153399807871792,0,19,85,0.0,422,0.0,0.0,5.7,309,1.7,1,0,0,0,1,0,0
8.6,0.5303804283356749,0.3809863943129469,0,23,50,0.0,1363,0.0,0.0,19.4,2000,2.8,0,1,0,0,0,0,0
11.1,0.3964552745654822,0.3671480310002913,0,15,97,0.0,329,0.0,0.26,11.6,117,3.4,0,0,1,0,0,0,0
-7.1,0.6606179240517933,0.4360475928509814,0,13,39,0.0,335,0.0,0.35,5.8,931,0.6,0,0,0,0,1,0,0
-8.4,0.6283801111942213,0.5047110417644927,0,22,55,0.0,289,0.0,0.0,-0.5,1655,0.6,1,0,0,0,1,0,0
1.0,0.4027434110374435,0.4483690372828157,0,6,76,0.0,357,0.0,0.0,4.9,800,1.1,0,1,0,0,0,0,0
-1.1,0.6369446986704315,0.4713672898489583,0,2,81,0.0,123,0.0,0.0,1.8,325,2.9,1,0,1,0,0,0,0
-19.6,0.4906728082416492,0.3767414952995448,0,4,45,0.0,26,0.0,0.0,-9.9,1967,2.5,0,0,0,0,1,0,0
23.9,0.3356365654104897,0.5163693304093707,0,1,96,0.5,240,0.0,0.0,24.6,443,0.5,0,0,0,1,0,1,0
9.1,0.4842629149371359,0.4139293888230871,0,20,61,0.0,2001,0.0,0.05,16.7,2000,1.9,0,0,1,0,0,0,0
-18.2,0.3707897488619757,0.2873827786318542,0,13,27,0.0,325,0.0,0.0,-1.6,1955,0.0,0,0,0,0,1,0,0
20.5,0.4835203081566045,0.5848226682716341,0,22,54,0.0,1544,0.0,0.0,30.9,2000,0.8,0,0,0,1,0,0,0
13.2,0.3116143007829386,0.5165882624298839,0,15,36,0.0,1235,0.0,2.94,29.9,1866,3.3,0,0,0,1,0,0,0
-2.4,0.5606376670768809,0.4790234569822773,0,16,39,0.0,718,0.0,1.96,11.0,2000,1.2,0,0,1,0,0,0,0
1.6,0.2803140558543147,0.503042137632629,0,22,56,0.0,1106,0.0,0.0,10.0,1290,2.0,0,1,0,0,0,0,0
-25.4,0.3775164679325267,0.4327460451162918,0,23,43,0.0,82,0.7,0.0,-15.7,2000,3.6,0,0,0,0,1,0,1
-5.0,0.3273986935860735,0.6018805340187877,0,21,57,0.0,290,0.0,0.0,2.6,2000,3.8,0,0,0,0,1,0,0
23.9,0.388957976412954,0.543646839730467,0,4,97,0.0,71,0.0,0.0,24.5,317,1.0,0,0,0,1,0,0,0
10.1,0.5405517609731844,0.4603994724314593,0,21,55,0.0,1502,0.0,0.0,19.4,2000,0.8,1,1,0,0,0,0,0
1.1,0.5638639027286716,0.5506641711899889,0,16,44,0.0,935,0.0,0.76,13.2,710,1.6,0,1,0,0,0,0,0
12.4,0.6181459398956867,0.4033674330146618,0,13,48,0.0,1752,0.0,2.19,24.2,1968,1.2,1,0,0,1,0,0,0
-11.7,0.1589866921022941,0.3455213675719853,0,7,70,0.0,294,0.0,0.0,-7.2,1946,1.9,0,0,0,0,1,0,0
9.8,0.607017960274292,0.3988768557608207,1,13,44,0.0,1031,0.0,1.77,22.7,1913,1.4,1,1,0,0,0,0,0
-17.4,0.5869438328288284,0.528742249276273,0,13,23,0.0,273,0.0,0.95,1.5,1970,3.6,0,0,0,0,1,0,0
9.2,0.5440937552423234,0.4855255272159086,1,2,77,0.0,685,0.0,0.0,13.2,1972,1.2,0,1,0,0,0,0,0
17.0,0.5661141060478697,0.5875994668920346,0,19,59,0.0,2288,0.0,0.38,25.7,1083,2.8,1,0,0,1,0,0,0
-22.6,0.6077159852993296,0.2276645542656075,0,20,31,0.0,109,0.0,0.0,-8.5,2000,4.1,1,0,0,0,1,0,0
9.4,0.5040466004584425,0.5598930438544228,0,9,51,0.0,956,0.0,1.46,19.9,1906,0.6,1,1,0,0,0,0,0
7.4,0.6283653707986978,0.4804480735056933,0,12,74,0.0,630,0.0,1.84,11.9,1801,1.6,1,1,0,0,0,0,0
-6.9,0.496417110246752,0.3658757199252373,0,20,57,0.0,165,0.0,0.0,0.6,1954,3.9,1,0,0,0,1,0,0
22.2,0.7243560416963599,0.4692745503350344,0,21,72,0.0,2264,0.0,0.0,27.8,2000,0.6,0,0,0,1,0,0,0
5.8,0.6138447582424403,0.3420929160096123,0,0,75,0.0,520,0.0,0.0,10.1,922,0.0,0,1,0,0,0,0,0
7.0,0.7769572741776759,0.4199936741289405,0,1,89,0.0,518,0.0,0.0,8.8,213,0.7,1,1,0,0,0,0,0
-1.3,0.5788762377653096,0.4981418567995526,0,4,70,0.0,147,0.0,0.0,3.6,1934,0.8,0,1,0,0,0,0,0
12.6,0.7312638498278307,0.4819927370719136,0,20,81,0.0,1659,0.0,0.0,15.9,250,2.8,0,1,0,0,0,0,0
-10.3,0.6010130864211854,0.4656037304971381,0,12,28,0.0,428,0.0,2.35,6.9,1301,1.1,0,0,0,0,1,0,0
22.0,0.763795430895151,0.7092217479467205,0,14,58,0.0,1005,0.0,2.46,31.3,1479,3.0,0,0,0,1,0,0,0
23.8,0.5953673337466001,0.415791348304397,0,7,80,0.0,1111,0.0,0.27,27.6,783,1.0,0,0,0,1,0,0,0
-15.6,0.606568834820974,0.6140583958078722,0,10,44,0.0,261,0.0,0.63,-5.3,1516,2.8,0,0,0,0,1,0,0
23.2,0.4879760909819873,0.4887288998319502,0,5,78,0.0,306,0.0,0.0,27.4,1301,0.8,0,0,0,1,0,0,0
-13.3,0.3390874197409355,0.4113151171320767,0,5,67,0.0,56,2.0,0.0,-8.3,1566,0.9,0,0,0,0,1,0,1
21.9,0.6051266129406819,0.4643718023639427,0,0,68,0.0,808,0.0,0.0,28.4,2000,0.9,0,0,0,1,0,0,0
-13.2,0.3495072476137891,0.4340746057268052,0,11,35,0.0,214,0.0,0.75,0.5,1558,1.4,1,0,0,0,1,0,0
11.0,0.6620358983519934,0.5629955864275166,0,0,69,0.0,532,0.0,0.0,16.8,1395,0.8,0,0,1,0,0,0,0
-6.9,0.5040274222319452,0.3030875575009865,0,9,88,0.0,265,2.2,0.21,-5.3,463,0.4,0,0,0,0,1,0,1
6.9,0.5992475610074569,0.3986145950971748,0,13,35,0.0,1078,0.0,3.28,23.3,1874,3.7,0,0,1,0,0,0,0
2.8,0.4667451472646697,0.65425621415835,0,15,87,4.5,7,0.0,0.08,4.8,312,2.9,0,0,0,0,1,1,0
-5.3,0.6367440133149209,0.6586510180322404,0,9,31,0.0,987,0.0,1.59,11.2,1299,1.7,0,0,1,0,0,0,0
1.0,0.7475691836443069,0.5139630922743563,0,3,72,0.0,251,0.0,0.0,5.7,1368,0.8,0,1,0,0,0,0,0
1.6,0.2606269491877123,0.2661746649179501,0,5,90,0.0,17,0.0,0.0,3.1,974,1.2,0,0,1,0,0,0,0
23.6,0.4951816093144266,0.4136450978309254,0,1,79,0.0,718,0.0,0.0,27.6,1261,1.0,0,0,0,1,0,0,0
-9.6,0.6483070843369092,0.3490864284582046,0,13,40,0.0,256,0.0,2.28,2.6,1854,3.5,0,0,0,0,1,0,0
17.0,0.4779564919432028,0.6797204483671552,0,17,42,0.0,2008,0.0,1.36,31.5,990,2.3,0,0,0,1,0,0,0
-9.8,0.7045814624343548,0.4233025612889955,0,3,44,0.0,102,0.0,0.0,1.1,1128,1.0,0,0,0,0,1,0,0
-13.3,0.6237941609838809,0.3122787893175257,0,0,39,0.0,148,0.0,0.0,-1.1,1832,1.7,0,0,0,0,1,0,0
-11.1,0.3377013092356707,0.2959744074144694,0,16,28,0.0,319,0.0,1.03,6.0,1183,1.7,0,0,0,0,1,0,0
-14.8,0.5594246224232498,0.4556616179859349,0,17,34,0.0,279,1.8,0.28,-0.9,2000,2.8,0,0,0,0,1,0,1
-18.2,0.4701195236029175,0.4655539402048734,0,4,49,0.0,45,1.0,0.0,-9.5,2000,4.3,0,0,0,0,1,0,1
17.3,0.5628783432328786,0.6353769923861886,0,14,58,0.0,1199,0.0,1.37,26.3,1986,1.5,0,1,0,0,0,0,0
-7.1,0.8335457458366612,0.4544947128085467,0,14,35,0.0,611,0.0,0.99,7.3,1955,1.3,1,0,0,0,1,0,0
-12.2,0.5062736121498356,0.3688806359522884,0,8,64,0.0,658,0.0,0.0,-6.6,791,1.1,0,0,0,0,1,0,0
16.0,0.5159974656151015,0.5593821123793807,1,14,50,0.0,1603,0.0,3.01,27.4,615,3.5,0,0,0,1,0,0,0
-15.3,0.6670927873097671,0.353772259278819,0,22,44,0.0,309,0.0,0.0,-4.9,1369,1.1,0,0,0,0,1,0,0
20.4,0.7317261480313444,0.5557635584996773,0,15,51,0.0,878,0.0,3.01,31.9,1465,3.3,0,0,0,1,0,0,0
-15.8,0.3847293647168878,0.4351318223353391,0,5,47,0.0,67,0.0,0.0,-6.4,1981,2.4,0,0,0,0,1,0,0
-15.3,0.3755162583024761,0.5701978383246709,1,5,44,0.0,28,0.0,0.0,-5.0,1976,0.9,0,0,0,0,1,0,0
19.8,0.4445531996288057,0.3156860535409476,0,6,83,0.0,436,0.0,0.0,22.9,1239,0.0,0,0,0,1,0,0,0
-6.9,0.3019698270594207,0.5807346487992209,0,4,72,0.0,49,0.0,0.0,-2.6,1929,1.4,0,0,0,0,1,0,0
4.7,0.5349671091116549,0.493219335447177,0,8,84,0.0,592,0.0,0.05,7.3,813,2.2,0,0,1,0,0,0,0
5.7,0.6516361251496289,0.3851428737136798,0,12,72,0.0,769,0.0,0.29,10.6,365,2.0,1,1,0,0,0,0,0
12.5,0.4611745534391168,0.3929828588671542,0,14,97,2.0,22,0.0,0.15,13.0,211,0.8,1,0,1,0,0,1,0
-1.6,0.5431406729754716,0.4398821701879995,0,11,49,0.0,587,0.0,0.76,8.5,718,0.7,1,0,1,0,0,0,0
25.1,0.6942967351473237,0.3975206867945972,0,5,84,0.0,248,0.0,0.0,28.1,754,0.5,1,0,0,1,0,0,0
16.4,0.5788434962428115,0.327815080362739,0,17,97,5.5,66,0.0,0.08,16.9,728,2.1,0,1,0,0,0,1,0
-3.2,0.33500004559808,0.3763346604156206,0,13,84,0.0,76,5.0,0.09,-0.9,333,1.2,0,0,0,0,1,0,1
13.7,0.5805951003016537,0.6256543296036584,0,1,65,0.0,717,0.0,0.0,20.6,2000,1.2,0,0,0,1,0,0,0
4.5,0.4398667684415973,0.6214981531531111,0,13,36,0.0,1188,0.0,3.34,20.1,1933,1.1,0,0,1,0,0,0,0
2.3,0.6619244634476598,0.7233677500848075,0,14,30,0.0,1122,0.0,1.69,20.6,839,2.2,0,1,0,0,0,0,0
0.2,0.6174219417441953,0.1567785211253937,0,14,89,0.0,117,0.0,0.41,1.9,102,1.5,0,0,1,0,0,0,0
23.0,0.4680590588689346,0.3947499154292438,0,20,94,0.5,199,0.0,0.0,24.1,214,4.5,0,0,0,1,0,1,0
3.6,0.5277894989894376,0.3467106214261838,0,15,25,0.0,1306,0.0,2.2,25.1,1959,2.7,0,0,1,0,0,0,0
10.6,0.502198980699319,0.3717511539867203,0,9,59,0.0,1277,0.0,1.9,18.8,1233,1.6,0,0,1,0,0,0,0
1.7,0.6113945534817938,0.73419156015291,0,16,32,0.0,1424,0.0,1.09,18.8,1717,1.4,0,1,0,0,0,0,0
-11.5,0.5285845323067224,0.430546420188366,0,6,44,0.0,54,0.0,0.0,-0.8,1541,0.6,1,0,0,0,1,0,0
-18.2,0.4813556280545075,0.3995017040602027,0,0,39,0.0,152,0.0,0.0,-6.6,1930,1.6,1,0,0,0,1,0,0
10.4,0.6325957860528245,0.3450031098213398,0,23,69,0.0,587,0.0,0.0,16.1,1666,1.8,0,0,1,0,0,0,0
7.2,0.5565000183929917,0.6567339356540369,0,1,74,0.0,453,0.0,0.0,11.7,979,0.5,1,0,1,0,0,0,0
0.9,0.563221887725191,0.4888967955010213,0,16,60,0.0,354,0.0,0.36,8.3,354,2.7,0,0,0,0,1,0,0
11.0,0.7417884511859774,0.2539917358981919,0,16,47,0.0,1218,0.0,2.0,23.0,1417,4.1,0,0,1,0,0,0,0
-1.9,0.5776201800708471,0.3970035241512146,0,16,76,0.0,181,2.7,0.47,1.8,410,0.8,0,0,0,0,1,0,1
2.1,0.7106318359735998,0.4841793649713306,0,15,64,0.0,443,0.0,0.57,8.6,269,1.5,1,0,0,0,1,0,0
23.0,0.5447764593291589,0.5714884053208467,0,13,56,0.0,600,0.0,2.68,33.0,1857,3.5,1,0,0,1,0,0,0
3.7,0.4993561102723057,0.3426907010871448,0,11,39,0.0,1117,0.0,2.06,17.9,1873,1.3,0,1,0,0,0,0,0
-4.0,0.470349908176745,0.3873064801327677,0,18,56,0.0,730,0.0,0.18,3.9,1004,4.0,0,0,0,0,1,0,0
10.7,0.5830303342015762,0.4379615778527414,0,22,54,0.0,2155,0.0,0.0,20.4,2000,1.4,0,0,0,1,0,0,0
22.5,0.4626943477842521,0.3207701584651649,0,21,98,29.5,122,0.0,0.0,22.9,1146,2.1,0,0,0,1,0,1,0
2.7,0.3503656844776218,0.4284730709956953,0,7,67,0.0,705,0.0,0.02,8.5,475,0.7,0,0,1,0,0,0,0
-11.5,0.5890960420597978,0.4755723009107264,0,8,50,0.0,648,0.0,0.0,-2.5,1281,1.0,0,0,0,0,1,0,0
16.7,0.5961271124082971,0.5803738775962708,0,17,58,0.0,2330,0.0,0.66,25.6,865,3.3,1,0,0,1,0,0,0
-5.0,0.6930623098611697,0.4321096798033981,0,18,66,0.0,862,0.0,0.0,0.6,2000,1.4,0,0,0,0,1,0,0
20.0,0.6793349878073772,0.4286667413563466,0,7,67,0.0,425,0.0,0.13,26.7,2000,0.8,1,0,0,1,0,0,0
-20.5,0.4466167018507459,0.3716569392251074,0,19,37,0.0,251,0.0,0.0,-8.4,2000,4.0,0,0,0,0,1,0,0
4.4,0.4670125026847685,0.5994490741445389,0,3,92,1.5,2,0.0,0.0,5.7,458,2.0,0,0,1,0,0,1,0
4.0,0.5261047212321637,0.452213791929447,0,16,27,0.0,1533,0.0,1.78,24.3,1892,4.1,0,0,1,0,0,0,0
-12.0,0.6552955190301596,0.2593644140365932,0,2,43,0.0,279,0.0,0.0,-1.0,2000,3.1,0,1,0,0,0,0,0
-16.0,0.2941905958265197,0.4246267162421374,0,1,52,0.0,69,0.0,0.0,-7.9,1961,3.7,0,0,0,0,1,0,0
-13.0,0.4458329338203736,0.2871103469498751,0,5,61,0.0,48,0.0,0.0,-6.8,1724,0.2,0,0,0,0,1,0,0
-15.4,0.6151441185060968,0.6883516873418598,0,16,21,0.0,574,0.0,1.97,5.2,1721,2.1,0,0,1,0,0,0,0
-11.2,0.301244584296383,0.3837758747272564,0,7,54,0.0,61,0.0,0.0,-3.2,1113,1.2,1,0,0,0,1,0,0
-6.6,0.567778691499581,0.3932374190120362,0,5,73,0.0,65,0.0,0.0,-2.5,1134,0.8,0,0,0,0,1,0,0
-24.6,0.3938170849404009,0.3943633225732059,0,14,30,0.0,169,1.0,1.22,-10.4,2000,4.3,0,0,0,0,1,0,1
19.3,0.6732077983604562,0.5979764681347285,0,1,84,0.0,1068,0.0,0.0,22.2,610,0.3,0,0,0,1,0,0,0
-27.9,0.4240136083754233,0.5361551283103021,0,10,33,0.0,105,0.6,0.56,-15.3,2000,2.4,0,0,0,0,1,0,1
7.8,0.713611668254199,0.4977808375578205,0,11,45,0.0,1167,0.0,2.33,20.2,1894,1.1,0,0,1,0,0,0,0
1.1,0.455043037374771,0.1901275911540893,0,12,67,0.0,312,0.0,0.42,6.9,986,3.9,0,0,0,0,1,0,0
-4.4,0.5149517476314844,0.7103072318922082,0,22,49,0.0,461,0.0,0.0,5.4,687,1.1,0,0,0,0,1,0,0
-15.8,0.4171358156595368,0.4859304399475913,0,10,41,0.0,151,2.5,0.57,-4.6,1815,2.8,0,0,0,0,1,0,1
1.5,0.7172434970583377,0.4787479494812602,0,2,68,0.0,313,0.0,0.0,7.1,1082,0.6,0,1,0,0,0,0,0
-14.3,0.6473386060043474,0.5863227155922539,0,14,25,0.0,283,0.0,1.06,4.0,1009,0.9,0,0,0,0,1,0,0
9.9,0.763612988804962,0.1824162745344362,0,12,50,0.0,818,0.0,1.82,20.8,1240,2.0,0,0,1,0,0,0,0
7.6,0.6634600293683296,0.5434475887879797,0,1,84,0.0,573,0.0,0.0,10.2,1036,1.2,0,1,0,0,0,0,0
-7.0,0.458148550336623,0.5110258181653378,0,13,41,0.0,332,0.0,1.03,5.1,1097,1.8,0,0,0,0,1,0,0
0.0,0.5147884230580133,0.3971351529764061,0,8,46,0.0,2041,0.0,1.04,11.3,1788,1.2,0,0,1,0,0,0,0
-11.1,0.4269346369426879,0.675278183177877,0,11,35,0.0,322,0.0,1.71,2.8,1265,3.9,0,0,0,0,1,0,0
11.7,0.7845423142608614,0.5574346365388604,0,12,33,0.0,952,0.0,3.14,29.8,1936,1.5,1,0,0,1,0,0,0
2.5,0.6141797856742752,0.4167228644984647,0,10,82,0.0,235,0.0,0.13,5.4,215,1.2,1,0,0,0,1,0,0
2.1,0.3450430566613465,0.4590337038437705,0,20,96,0.0,8,0.0,0.0,2.7,1479,1.5,0,0,0,0,1,0,0
21.1,0.3752775334845765,0.4341522271590949,0,22,97,3.5,16,0.0,0.0,21.7,540,0.7,1,0,0,1,0,1,0
16.8,0.607866600572815,0.297254101564836,0,20,82,0.0,1551,0.0,0.0,20.0,2000,0.4,0,1,0,0,0,0,0
-17.6,0.5997297171900478,0.3796542753501719,0,0,37,0.0,254,0.0,0.0,-5.2,2000,2.2,0,0,0,0,1,0,0
-8.6,0.6149502126365598,0.4275383582526961,0,15,40,0.0,295,0.0,1.96,3.7,1950,5.3,0,0,0,0,1,0,0
2.1,0.5697245208962607,0.5653370741367864,0,10,43,0.0,817,0.0,1.35,14.6,1339,0.7,0,1,0,0,0,0,0
-11.8,0.6084499741084438,0.5293309191344886,0,17,25,0.0,589,0.0,1.07,6.9,1795,2.9,1,0,0,0,1,0,0
8.8,0.4592832318204998,0.5695742096031414,0,2,82,0.0,272,0.0,0.0,11.8,1262,0.7,0,1,0,0,0,0,0
-27.9,0.4888733167167602,0.3422180626674359,0,13,28,0.0,115,0.5,1.26,-13.3,1889,2.7,0,0,0,0,1,0,1
-6.6,0.6971519583412431,0.5905764892509313,0,13,18,0.0,1029,0.0,3.2,18.1,1939,5.1,0,0,1,0,0,0,0
18.2,0.4974031539356824,0.4294088637058466,0,23,77,0.0,1402,0.0,0.0,22.5,396,2.7,1,0,0,1,0,0,0
-14.3,0.271065085775695,0.4142756265704452,0,23,43,0.0,275,0.0,0.0,-3.5,2000,0.9,0,0,0,0,1,0,0
10.6,0.3510010888803302,0.4602805655935468,0,14,33,0.0,1092,0.0,2.51,28.5,1348,0.9,0,0,1,0,0,0,0
-0.2,0.459971006926848,0.1883587195038522,1,1,95,0.0,43,0.6,0.0,0.5,79,2.1,1,0,0,0,1,0,1
-12.3,0.4546239225152593,0.3620282278430948,0,1,67,0.0,172,2.0,0.0,-7.3,1593,1.1,0,0,0,0,1,0,1
-11.7,0.4299589788883843,0.4919963123159523,0,7,70,0.0,294,0.0,0.0,-7.2,1946,1.9,0,0,0,0,1,0,0
-15.3,0.4374605363114295,0.5432266656382202,0,21,27,0.0,216,0.0,0.0,1.7,1734,3.1,0,0,0,0,1,0,0
13.9,0.216050851116732,0.7724882297984441,0,16,47,0.0,1714,0.0,2.45,26.2,1996,3.8,0,0,0,1,0,0,0
-9.7,0.5406738826159084,0.3483609294169077,0,1,56,0.0,108,0.0,0.0,-2.1,1732,0.8,0,0,0,0,1,0,0
15.4,0.7481059913066914,0.6085715637358924,0,8,70,0.0,715,0.0,0.9,21.1,766,0.3,1,0,0,1,0,0,0
-9.8,0.4881566148937644,0.6890165399594462,0,12,40,0.0,427,0.0,1.05,2.4,1809,0.8,1,0,0,0,1,0,0
-8.3,0.6328534816164015,0.5083126030507532,0,11,44,0.0,308,0.0,1.45,2.7,1761,0.9,0,0,0,0,1,0,0
20.5,0.5669332247818925,0.555591089908826,0,18,55,0.0,1447,0.0,0.11,30.6,2000,2.3,0,0,0,1,0,0,0
-19.8,0.6736728824707835,0.3598805550227999,0,12,40,0.0,187,0.0,1.11,-8.6,1700,2.6,0,0,0,0,1,0,0
-5.9,0.3745586356932118,0.5046411868052924,0,8,63,0.0,191,0.0,0.0,0.3,1140,0.4,1,0,0,0,1,0,0
-14.5,0.5891209809944727,0.3437593640331085,1,18,31,0.0,215,0.0,0.01,0.7,2000,2.3,1,0,0,0,1,0,0
14.5,0.6537661163079274,0.493632599294947,0,2,97,3.0,34,0.0,0.0,15.0,236,2.5,0,0,1,0,0,1,0
22.1,0.5510809142148052,0.4817380015853932,0,5,71,0.0,254,0.0,0.0,27.9,2000,0.3,0,0,0,1,0,0,0
-25.0,0.5217441508624089,0.2268020485843193,0,11,31,0.0,140,0.0,0.94,-11.2,1944,2.4,0,0,0,0,1,0,0
-0.8,0.3407771020218261,0.3203658973846771,0,10,91,0.0,19,4.3,0.0,0.5,143,0.4,1,0,0,0,1,0,1
16.6,0.6377777057787649,0.6075551587368453,0,18,43,0.0,3238,0.0,0.74,30.7,931,1.6,0,0,0,1,0,0,0
-1.4,0.6576109198762103,0.4815117837021362,0,10,83,0.0,321,0.7,0.41,1.1,311,0.7,0,0,0,0,1,0,1
21.2,0.565420263706112,0.3964813246036121,0,4,83,0.0,266,0.0,0.0,24.3,621,0.7,0,0,0,1,0,0,0
-6.8,0.6182658319198406,0.6072033712708297,0,18,43,0.0,819,0.0,0.19,4.7,938,2.4,0,0,0,0,1,0,0
-4.8,0.6170137298446785,0.4191994008154097,0,20,39,0.0,825,0.0,0.0,8.3,560,1.6,0,1,0,0,0,0,0
4.8,0.600628748520047,0.4820935885609381,0,9,54,0.0,1027,0.0,1.37,14.0,1054,1.5,0,0,1,0,0,0,0
16.0,0.5890015440870431,0.3491227710694792,0,13,95,4.0,22,0.0,0.48,16.9,325,1.6,0,1,0,0,0,1,0
-7.3,0.6528827291205034,0.5979610261055245,0,1,63,0.0,122,0.0,0.0,-1.2,1846,0.9,0,0,0,0,1,0,0
22.7,0.5007476148984019,0.4887780829748435,0,12,73,0.0,964,0.0,0.87,28.1,1326,2.1,0,0,0,1,0,0,0
7.9,0.5651211716584952,0.2395753500092275,0,6,96,0.2,20,0.0,0.0,8.6,224,0.7,1,0,1,0,0,0,0
21.9,0.597372287823174,0.4385846142227233,0,12,74,0.0,768,0.0,0.94,27.0,915,2.5,0,0,0,1,0,0,0
-12.9,0.3800715642231417,0.4514984345506903,0,12,28,0.0,323,0.0,0.6,3.9,1383,0.9,0,0,0,0,1,0,0
-18.0,0.6297249397303255,0.5657170658851478,0,8,38,0.0,653,0.0,0.01,-6.0,1994,3.6,0,0,0,0,1,0,0
0.1,0.5512155006954255,0.5676319966796948,0,23,92,0.0,193,1.0,0.0,1.3,209,0.6,0,0,0,0,1,0,1
-6.8,0.5297412126511679,0.4663225083960624,0,2,50,0.0,134,0.0,0.0,2.6,1962,1.3,0,0,1,0,0,0,0
-4.3,0.5116679546376373,0.4986466141299471,0,19,81,0.0,190,2.2,0.0,-1.5,751,1.8,0,0,0,0,1,0,1
-5.2,0.4051113680426296,0.4483084899195235,0,4,65,0.0,85,0.0,0.0,0.6,712,0.4,0,0,0,0,1,0,0
7.7,0.6066066200708276,0.5097892594051391,0,23,90,0.0,343,0.0,0.0,9.3,609,4.1,0,0,1,0,0,0,0
0.6,0.4801602379288011,0.4633613129042503,0,11,67,0.0,288,0.0,0.52,6.3,1179,3.5,0,0,0,0,1,0,0
22.2,0.4745219663680968,0.4985108332458821,0,23,97,3.5,59,0.0,0.0,22.8,600,1.0,0,0,0,1,0,1,0
-22.5,0.6209908577277745,0.4433928534430619,0,13,23,0.0,228,0.0,2.12,-4.5,1937,2.6,0,0,0,0,1,0,0
-27.4,0.5255730199625093,0.3929418115069965,0,0,34,0.0,68,0.5,0.0,-15.1,2000,1.7,0,0,0,0,1,0,1
1.5,0.5817377844412227,0.5048952246585905,0,20,47,0.0,1401,0.0,0.02,12.6,1935,3.2,0,0,1,0,0,0,0
17.0,0.3894432009324154,0.4517644919585389,0,17,37,0.0,1384,0.0,1.74,33.8,2000,2.2,0,0,0,1,0,0,0
3.9,0.4703895564744004,0.5270533085213371,0,19,46,0.0,1890,0.0,0.34,15.5,1782,2.6,0,0,1,0,0,0,0
-10.9,0.5114946018242367,0.6363221736786949,0,5,75,0.0,39,0.8,0.0,-7.3,2000,1.6,0,0,0,0,1,0,1
